Strain,Stress_Pa
1.51841955808393e-06,105660.981559683
2.44387516807775e-06,174378.030148663
2.80848912465299e-06,195535.657108305
1.54055360022531e-06,107429.426685778
2.85083767083422e-06,199375.280129718
1.60706691136809e-06,110755.275766587
1.18257148379972e-06,79651.679812056
2.54460938565869e-06,176556.74028278
1.47894813137427e-06,104868.876347449
1.41570753169357e-06,98277.1891326271
1.47093746822948e-06,104561.284397698
2.54035500560924e-06,178601.456988896
2.49582462506416e-06,173588.798547682
1.21055997732063e-06,84866.5107704933
9.99899579611575e-07,71023.7260660662
1.47578407211739e-06,104338.459279651
1.71831752921133e-06,120732.770518122
7.15011631883991e-07,51897.5207907489
2.38186525414677e-06,163789.688319593
1.45944829719727e-06,104400.093081918
1.00213664525988e-06,68246.0614301875
3.20462978891972e-07,22848.1203130862
7.16535481210821e-07,48305.3705708157
2.84784351526795e-06,201408.088497356
9.1529906045858e-07,63958.4887992349
5.06577868101106e-07,36298.2734155647
1.38201837496498e-06,98472.6881678012
9.21263230080746e-07,66070.594157962
1.05477750813582e-07,8363.51850802166
9.69435651838252e-07,66613.9024444181
1.63232587181841e-06,115201.56549538
1.6551371160599e-06,116381.807598794
1.06967676353067e-06,75702.0372270181
1.3419082687578e-06,96227.4029602337
2.8965537547043e-06,202293.927668301
1.13204543169093e-06,77533.1280481362
7.74680439779949e-07,54334.733416339
7.3040113220028e-07,52819.429406342
1.3732938381124e-06,95817.1533286486
2.27856044615083e-06,159857.466379705
6.1796455256542e-07,43075.2138601708
2.1278883814223e-06,149499.488831054
6.34494700482489e-08,5106.3879068701
1.25679893395184e-06,87225.7341706054
2.32759519560836e-06,164517.707691187
1.01619886732329e-06,72789.1112734862
1.6912113043362e-06,118202.740016228
6.14937698477732e-07,42388.652244177
2.22598617337852e-06,153862.283095312
1.56837309806279e-07,11591.6295831032
2.5576279346265e-06,177997.849768864
5.94589159265004e-07,41213.0310553555
2.62319409512499e-06,182552.187947654
1.05758772390155e-06,74022.4506423988
2.16805072342346e-06,152851.970253922
9.57675893358565e-07,68736.5112269473
2.71773501370394e-06,189939.651188296
3.79911376555123e-07,27412.8670422557
5.35559367817796e-07,38727.242664197
1.47909037547641e-06,102416.436682154
2.45815317114438e-07,16221.6507121593
5.87940554105286e-07,42663.2864512129
2.83129914663604e-06,198849.226068737
2.92946898344366e-06,205803.45359371
1.12877798799127e-06,76283.4911454922
2.76985806304181e-06,195479.585729388
1.6344740270203e-06,114818.334565154
8.09227397621301e-07,57439.5883896282
2.1071961632418e-06,150936.258674909
1.97670541972457e-06,140568.650121862
2.9673759573262e-06,208282.402638316
7.9514186222785e-07,53020.0913813726
2.01617850798521e-06,142948.565003789
1.56071265088341e-07,9595.55701672152
3.40938116090158e-07,26040.0162780182
1.17551248532798e-08,-944.881155547935
2.99838204317902e-06,210293.552484777
2.40682109144243e-06,166359.1944283
2.36016904420062e-06,165890.781514047
1.52917822586454e-06,103919.99349446
9.0020124871632e-07,62685.8491096021
4.53792853388028e-07,32705.4485386308
8.54024216539391e-07,60661.6820481226
1.12791366578742e-06,78045.8427040907
2.26893029094088e-06,159259.506084318
1.61898536670946e-06,114445.123345906
2.32450879666448e-07,17387.4598640308
5.40870268767367e-08,1569.62064002168
3.06996538602189e-07,20840.550151707
1.23149614109214e-06,88744.9882418085
2.79957875114706e-06,194388.36882947
1.91220744362767e-06,134104.497420511
2.40547769962655e-06,167991.062338221
1.39912378351365e-06,99437.4882845137
1.08499824958513e-06,77412.8603891889
3.25201118149868e-07,21961.3821227738
2.62779906655861e-06,184697.819302818
2.34948008708371e-06,164696.548563025
5.04354292793175e-07,33811.045493444
1.53678169162878e-06,106255.615583353
1.46212442376373e-06,102684.123642155
1.87527465805959e-06,129053.646760893
2.83856068197378e-06,199522.230918177
1.73931432528744e-06,119156.669483976
1.62065180033586e-06,111200.309163538
1.50968798803992e-07,9712.53677153218
1.88722428054072e-07,11482.4715327967
5.62040373980367e-07,39296.7481661109
9.74123150752448e-08,5969.25403647148
2.23005868671004e-06,157650.770888371
2.16999091198189e-06,153958.332740344
4.08168703294929e-07,29264.0150033087
2.50823670238584e-06,173426.97108084
4.64358104538336e-07,34361.8832120287
9.03526760992076e-07,62810.8110800222
7.46930697484095e-07,52142.2050115868
1.11692129571914e-06,77701.2180724585
7.63991297669886e-07,53053.6329481576
1.46685277931536e-06,105137.103415525
1.22222364406406e-06,84554.5710448923
2.95970847233798e-06,207579.357904963
1.67779050384677e-07,10762.2372721153
4.26544129162055e-07,30685.7238467381
1.58477681725807e-07,11728.197559402
1.87752358494713e-06,131295.124465737
1.63527832241159e-07,12295.7087304927
2.50931921212837e-06,175856.500514864
1.53581589204578e-06,107872.632752135
1.5810228737446e-06,110972.592045177
1.68478352313658e-06,116424.331585243
5.12441118918632e-07,36877.8047579844
5.93070909343463e-07,41376.974209331
9.56451968619014e-07,66876.2376714933
1.78048924746555e-06,125777.205039103
6.30353327820644e-07,41354.8735958341
3.48995181399784e-07,23536.5168853242
2.9103506592553e-06,200759.101363308
6.59454444288687e-08,1904.73359718278
2.40809221600807e-06,167775.0519055
2.36410544872507e-06,167787.210993468
8.91642341535288e-07,61142.453193258
4.0687984802194e-07,28966.3177481908
4.3688594011627e-07,29326.8604650497
2.09229485171158e-06,146933.902673922
1.92841977325852e-06,138816.472506737
2.34823702275416e-06,163581.503447056
2.81244351719731e-06,198299.181569907
2.07578208979978e-06,144157.012611352
4.6755460965433e-07,33475.6213725367
7.30327850296232e-07,53228.3350884179
2.52658119261934e-06,175680.346669449
6.27918227502626e-07,43679.6253371745
2.17566950863444e-07,14623.080936391
2.10984016212675e-06,146321.715157744
1.20757906647043e-06,86963.2367100853
2.76012015763771e-06,192701.711970329
1.95076521328098e-06,136053.877449522
2.71256933374982e-07,19578.874912176
2.84356970176098e-06,197699.821236262
7.75671790920738e-07,51606.5662082769
1.01163747121886e-06,70893.7711595516
1.20678124105063e-06,83907.6233462693
1.5367288921294e-07,9948.99372899972
1.48954626669181e-06,102447.088943221
3.69955473225877e-07,25946.3280534487
1.20291098006506e-06,85230.6409362392
1.05212936397625e-06,74626.9844894784
2.31852025027951e-06,161574.17823606
2.40951153489819e-06,168766.167319011
4.60238647167264e-07,34506.890807892
1.09965356213768e-06,76570.1107680477
1.1200594830955e-06,81213.0900903914
4.54231331808255e-07,33898.7187182482
2.39536051515357e-06,165707.438266162
2.12168498500627e-06,147402.827607306
5.71145358891104e-07,39262.0739842257
1.1001657257814e-06,75419.0335613661
3.17415074569543e-07,24507.2507624582
1.88461979127913e-06,134211.346847063
3.64115773645859e-07,22575.3978546394
2.95780250587475e-06,207604.736395175
2.34204622406359e-06,164217.082654015
1.17071564875199e-06,81223.8494970886
1.73569179683806e-06,122250.221046413
2.73402544864923e-06,192474.665219911
1.66229784118748e-06,114767.475987097
5.23495459193866e-07,34389.7419851621
1.13611006674348e-06,77243.7399846952
2.52943459508924e-06,175920.330114448
1.93263904796885e-06,134914.295693334
1.9521731530014e-06,136244.823041782
2.60046445706547e-06,182054.708823131
2.68191917238751e-06,189219.065864282
2.75937771533831e-06,192722.47038509
2.84547579759468e-07,19236.9784136589
1.6323780058893e-06,115929.062514618
2.22152856365496e-06,156935.166118943
2.27078053538104e-06,156996.29940868
1.82014860591001e-06,126969.301500905
5.00362005551022e-07,36772.8158458253
2.39226166182499e-06,166380.521557372
2.16033400054484e-06,150381.848203528
2.58407314647109e-07,17785.7760346789
1.39142947402313e-06,96529.1423089565
5.21932198565411e-07,34683.8657733954
1.01243113713892e-06,70675.4681422814
5.42432766170563e-08,5136.30382812165
1.20098960523227e-06,85650.2585691519
1.64963076346863e-06,117185.203191414
1.85874777848126e-06,129098.380883354
1.99047103538613e-06,137634.652967581
2.50887393930738e-06,176648.283949476
6.4638872182719e-07,45335.5670631792
3.61445467315404e-07,24224.1469904961
2.55461151569378e-06,177881.327183295
4.6983844467795e-07,31572.7863260671
2.92428024400859e-06,204349.030121857
2.52761468819591e-06,175977.081907682
1.5026298176688e-06,106141.926371686
2.94426427476608e-06,204094.084327089
2.92130187324013e-07,20006.5684722965
9.09197283525305e-07,64797.6507572892
1.91467324512183e-06,134664.596774297
1.05002060541954e-06,72116.0060977011
2.78511765594238e-06,194136.215462709
1.96878264533453e-07,13846.5404731574
1.64823549618289e-06,116120.548706512
1.77259880218534e-06,124433.571614839
1.95818437133167e-06,136963.704897209
7.66998669995443e-07,53485.7398234771
1.09369928255959e-06,76556.1908110425
2.53104158899493e-06,176999.082820982
5.84828306910479e-07,41035.0181059278
2.48060354152009e-06,175100.289176516
1.68796626870823e-06,118850.670794582
2.28656253358225e-06,160438.281380011
2.14082209879041e-06,150436.643203105
6.22534486154637e-07,44161.3335099692
1.70643820930162e-06,120140.396053438
2.60316945841528e-06,179866.025229364
1.29634871040579e-06,93866.9990826602
2.89977231066995e-06,202210.503030613
1.35664530030515e-06,93105.9883078186
4.28356910003654e-07,28339.3038107887
1.16830404023302e-06,83230.392657341
2.85510721917161e-06,199553.582843288
9.59162548019563e-07,68118.0745680238
2.60429447960119e-06,181460.838789793
2.64375204504567e-06,184283.848670084
1.05055957299588e-06,72693.6733167784
2.49772974151896e-07,17741.041091792
2.17367372747645e-06,153493.824256774
9.34536897041958e-07,65263.8316344944
2.34877084277272e-06,163889.456156377
1.3279645447813e-06,95990.0665839017
1.45580022702786e-06,100241.322311189
2.33372822024561e-06,163246.398564631
1.14708999318488e-06,80053.987294235
1.32938203596874e-06,90270.6889298143
1.12857140630887e-06,78237.7670928356
1.10202154583184e-06,73313.4877870095
1.57783973070438e-06,111645.569340041
2.42639833350345e-06,170503.300199375
1.0853049357677e-06,76568.6888454032
1.57276416161321e-06,110208.363458392
2.0121819763278e-06,141161.728453748
8.08318338910965e-07,57699.4441767487
8.32568414707178e-07,60463.5084524673
2.80023938107036e-06,192791.862251629
2.17060371999327e-06,151045.137805728
1.73156002866993e-06,122075.21959414
1.94316016326184e-06,137378.374731971
8.78983293102551e-08,8792.93401744259
1.85430889668509e-06,130134.697873459
1.52852661967261e-06,104931.065943271
1.63724903933831e-06,113355.269853739
1.07827148049245e-06,77597.401021161
2.44421693138826e-07,16770.5894306501
5.80017700836157e-07,39410.6890490934
2.85223413963802e-06,202049.069104332
1.2260986868128e-06,84517.6362409775
1.40004946749259e-06,98354.3093498636
1.58129369560317e-07,12156.6349607017
1.12698688631942e-07,6373.75308047061
2.15154434114027e-06,149667.146724664
1.61428399236333e-06,111373.186063331
1.5261179526488e-06,107409.481926273
7.29373591268006e-07,51001.6779598786
2.23425219488977e-06,154063.696419504
5.04709737325476e-07,37262.3680387083
5.6980423098306e-07,39229.9217402627
1.38213651404483e-06,94588.9163589553
8.58839586335823e-07,59407.5123902066
7.42388943699439e-07,49874.5242424897
1.93571293366e-06,137365.361535299
1.95291523565563e-06,136380.875943943
2.47355120939979e-06,174574.589617494
1.25312570091893e-06,88269.4304385068
2.19255273078451e-07,14898.7390701544
8.20999154764373e-07,59675.9528440417
2.94001638959045e-06,206239.126141233
1.78877572569811e-06,124191.756158233
2.12921125440306e-06,149542.662949189
2.20734888762436e-08,4123.99395014196
1.55461719654756e-06,108813.832635865
1.12585972595409e-07,9796.18566121795
1.70769063627434e-06,120861.810654087
2.76231254890823e-06,194112.42509655
2.90525739150122e-06,202171.449286842
1.62165802616677e-06,112620.324224903
1.37461441575665e-06,96809.0241390715
2.83505128274548e-06,197447.069732175
2.02082949599009e-06,142719.36745036
1.94697838615228e-07,13467.7564692953
1.39717673300249e-06,97666.5825880197
7.20735055392912e-07,52139.4204894363
1.40941296434604e-06,98826.0650005251
1.36639671601909e-06,95140.5805953383
1.74643440844423e-06,120334.735297297
1.07031147104775e-06,75648.4850929691
4.92811348367784e-07,36374.3713358822
1.51115830376987e-06,107133.434245788
2.49060865303729e-06,173801.581965576
1.99203668420281e-06,138322.108959715
1.01510359777565e-06,72928.0335212714
2.80656906827657e-06,198557.832565787
2.73662271374755e-06,190942.159933302
6.28045198152296e-07,44587.3487923653
1.18252755361089e-07,7793.94827694366
2.22392612505229e-06,155683.90171292
2.48283078404746e-06,175055.689090499
2.90359369785407e-06,200934.548711863
2.66950918226493e-06,187020.593900443
1.80160430461924e-06,124558.662827166
1.59015701763714e-06,109879.527597213
8.35231537877589e-08,6678.33899181424
7.39969340534334e-07,49245.8976984657
1.37884425519878e-06,97010.7080651339
1.8855117002507e-06,131097.29427011
1.67175549995523e-06,118178.145809903
2.22790796904507e-06,154519.060863653
8.39300792661123e-07,60109.0171737051
1.69485782295742e-06,119156.953174765
2.64426730172376e-07,19757.6566648555
1.24099657074962e-06,87911.5568344103
2.2504824988638e-06,156373.98994168
2.08020256028713e-06,143857.359727852
2.97192821151654e-06,208569.779117942
8.33673377963268e-07,58882.6791176695
1.49456789752194e-06,103962.452084793
9.8859124132199e-07,69523.1750005656
1.32180934217752e-06,94919.2032450065
2.57085038960816e-06,181932.261170003
2.05262722556546e-06,141239.425946243
2.64732357404275e-06,184878.881300336
6.10533324995659e-07,41116.0649607812
2.62008335352431e-06,183358.873838421
1.79286822535153e-07,14693.3483082891
2.66579784131146e-06,187947.37413202
9.87221338382184e-07,69100.8185762001
9.437629002422e-07,62871.0364585584
1.53626573009599e-06,107120.057613963
2.8220705631697e-06,199168.770244902
1.43344094044216e-07,8549.42431986735
1.05669292521224e-06,72819.9675104424
2.56971596605001e-06,181301.514351067
1.1881634323064e-06,84659.8333836366
5.97470692791201e-07,43892.958289091
1.27438254399424e-06,88417.3545669219
1.15665750447501e-06,81037.1774898878
2.74624860440011e-06,192133.876987755
2.28580312722929e-06,162073.175072707
1.51534666723202e-06,107645.904867887
2.96511170016471e-06,209369.951603929
1.39583259382777e-06,96510.0193499757
1.74713492460826e-07,12710.748801027
7.86822965444955e-07,54855.7254159823
1.30821144065794e-06,86963.7102527898
4.7070787243836e-07,31668.8178477596
2.84269537897213e-06,199775.750275933
2.30054669345332e-06,160350.345261716
8.04861601283318e-07,59020.1981860322
1.77241360055375e-06,125512.618918446
2.16434747132872e-06,147846.292127181
2.82383678672039e-06,198635.420151428
2.64490604752623e-06,182959.522362905
1.54557667841464e-06,107928.939558397
2.32395785937905e-06,163208.850354026
1.68643426148275e-06,120619.605758544
1.65811167013662e-06,115904.646209396
3.44225875014576e-07,26313.0028542477
3.78412974048456e-07,27592.7826171178
1.58860084506737e-06,110866.931597026
8.0658463493702e-07,56464.4858373043
6.31107073814059e-08,5394.88571862469
2.16851761170064e-06,150608.47481407
9.74597900704949e-08,7443.46960991176
1.78583052331216e-06,127026.563590417
1.61758138238194e-06,111233.829722114
2.90644407173341e-06,204443.905400999
1.45263941804293e-06,100122.15215289
1.90804309133392e-07,15357.2243023496
1.65506390341939e-06,115159.055867153
2.5232885118483e-06,177940.461835264
2.99054785284432e-06,209146.235038551
1.29102952106722e-06,91451.6368401072
9.60896227490227e-07,65151.4316871949
2.719959890856e-06,189302.508204681
5.73726387228364e-07,38681.9329434267
1.84628674509878e-06,131081.581657396
1.21714327254284e-06,84100.4465887484
1.23247094866666e-07,9699.72642520067
1.04186542291709e-06,74615.5598458111
7.95685567508024e-07,57921.1135797436
2.05827346183046e-06,142648.638188401
2.84637149307575e-06,200953.13124408
8.04141562135913e-07,54606.0174224382
2.43439781745505e-06,171860.919765994
1.66079450815229e-07,12605.8327924733
1.61436303011944e-06,111078.062749092
2.11650191129684e-07,13178.003697569
2.80209897339192e-06,196121.61366479
2.29905384167217e-06,160853.226872039
1.97384973361378e-06,140038.132126685
2.47168914487399e-06,172620.580827328
1.94255938671049e-06,137719.272435604
2.90683319152287e-06,203335.191545655
2.14187384359431e-06,152847.369736542
2.77397582874674e-06,195065.38898583
1.55139567603191e-06,110375.400242367
3.51193238945588e-07,22376.3481642019
1.58453316426905e-06,111294.951293069
3.8061848418928e-07,25892.2552316438
1.77748043752922e-06,123258.19635074
1.44747918158299e-06,101578.495667654
1.86772619349835e-06,131256.949454452
3.01409431644948e-08,734.112569060186
5.84521474966092e-07,41023.6844191019
1.47399129573639e-06,103629.61109372
2.8515106847674e-06,197253.058871302
1.15082712106548e-06,80560.6799237012
1.2731160781609e-06,91137.58089834
2.14408826701987e-06,148627.066287233
1.81137827185835e-06,128154.41644428
8.96778450295e-07,63301.3124214233
1.23244918670228e-06,88437.4484167568
6.53099396571697e-07,45093.2665994135
2.89806437739063e-06,204775.328980197
3.91903144672079e-07,26073.0161862717
1.11551035369926e-06,77712.5108813454
7.75169166600336e-08,4054.20930349304
6.65338475800639e-07,48981.5282144955
2.34141341514046e-06,164469.257885851
6.03525696866638e-07,41132.4217707316
2.40190207586897e-07,15487.5926302049
1.42335953953357e-06,98986.9713827187
2.99077042035555e-08,1417.12678215324
2.54298463279e-07,18839.2691267922
2.42287760868893e-06,170203.418126114
2.31442003457882e-06,163273.738758716
2.74541646121469e-06,194608.832041479
2.56354630773225e-06,180460.742430724
2.04952668971945e-06,140448.889759152
1.56998571901989e-07,10163.4432217277
2.34854585395997e-06,164421.258033057
2.53653243252168e-06,177552.069051552
2.39724643731586e-06,168285.344081339
1.52543710592408e-06,109287.890125947
6.98705515948445e-07,52211.0329937978
2.53598992706618e-06,174951.10802955
2.18148842922042e-06,151134.868530006
2.94228352316655e-06,206921.26450439
4.67077793267799e-07,34149.8000560354
6.76993749156165e-07,45487.2596963845
6.35394449644508e-07,45645.4775139587
2.37761930286401e-06,166831.611417412
5.60721889350355e-07,39092.5413159391
1.99979489469918e-07,13506.724711736
2.99568241975689e-06,212048.789012231
7.44516343354474e-08,6506.37328455201
2.5057321804766e-06,174003.298925128
1.09610052465196e-06,77579.6640062921
2.52484637927345e-06,177606.349304227
1.66386147363343e-06,119268.629614919
2.70489368845908e-06,187991.715049531
2.77857895924388e-06,196965.432415932
2.7294543842328e-08,-0.727205231951984
2.26236527978365e-07,16196.0542341299
7.51076188712566e-07,53245.4447326502
2.0079462490905e-06,140068.194239146
2.66481658953452e-06,186288.518470116
1.37982585388189e-06,97185.22594271
1.8209193488228e-06,127703.687197602
5.65499558386683e-07,39572.2430006436
2.41490050164506e-06,167002.350948426
2.90198433406041e-06,201157.188142628
8.05796798743792e-07,52005.8049596133
1.48447785480164e-06,105275.375639307
2.58348331519121e-07,18350.3747323458
1.67740996938891e-06,118790.275403233
1.50835032554004e-06,102159.155651841
4.33309452465233e-07,30808.8612794261
1.32619863935423e-06,90781.0878935997
1.00231395625969e-06,71347.5404681087
1.56549262591557e-06,108925.16518642
1.7569630062864e-06,122258.448516503
2.54867358216285e-08,2157.70676538898
2.28301794884867e-06,158962.433317368
2.13904287558522e-06,151004.621902066
1.09885915861957e-06,78016.7136434986
1.58807806706455e-07,11957.6810117969
2.26479761935515e-06,158314.821117188
2.8655254814344e-06,201891.583222645
7.20454788066043e-07,50765.9605159384
9.70573841211114e-07,66640.1911198286
5.51438668445445e-07,40208.9444593324
1.73080837003452e-06,120196.95596188
4.64524183942365e-07,30791.9072885643
1.06858183038414e-06,73510.1368994515
2.09103904180279e-06,143876.650504529
1.68034794902805e-06,115160.110570337
1.15938769298381e-06,78452.9787773154
1.26074880542263e-06,87902.6111781751
1.68633264786969e-06,117305.432984761
1.75941836614839e-08,-913.699058873199
2.3552960536083e-07,14071.3168027085
2.64377420328903e-06,184579.568827742
2.33636967273872e-07,14974.5374166856
2.12041078863152e-06,147051.921874127
2.76011449232716e-06,192946.955814144
8.12050812905193e-07,57659.7717655484
1.11147431117854e-06,78610.7124521181
1.70676421753415e-06,122330.197205107
2.64512690891575e-06,185260.4620091
2.82571676178126e-06,197658.266923716
2.2186897443338e-06,153800.290075474
2.59859282564082e-07,19186.4151032465
2.00746246660455e-06,138060.105276595
1.23091116561799e-06,86117.123493273
1.41210299847318e-06,98599.234234975
1.47445171035531e-07,10834.5860633247
5.73186418039075e-07,43069.7452835856
2.37154082260094e-06,168377.849823475
1.36187649914358e-06,93968.353366108
9.04986724893447e-07,62655.6392339737
1.15205722189487e-06,82269.9511950639
2.56319853997704e-06,179477.116434337
2.24699705221487e-06,157080.124403564
8.16946191543248e-07,58367.8882492906
3.5250552063712e-07,25180.7326606582
7.55994664932215e-07,56637.9612014884
2.7622693531642e-06,193497.199197431
1.74476651354927e-06,122015.797997853
1.60044062623435e-06,112110.085553434
1.78918079907738e-06,126156.233779244
1.09808479723955e-06,77144.6416969299
2.42132106095854e-06,170369.956977836
1.56985874790075e-06,111748.361310081
3.50243708306387e-07,25452.3068412868
3.87195374487189e-07,26946.5439981187
1.61057743950786e-06,113786.481210282
2.80971065421252e-06,198128.197352986
9.25056365028596e-07,63363.157359938
2.60862350657766e-06,182462.390389951
2.29228675973664e-06,161858.875337778
7.43437328720721e-07,52035.4827709651
1.09022244948727e-07,9017.92502856088
3.05541795427148e-07,21205.3754344504
2.18548180154232e-06,155854.886787377
5.9900921412194e-07,40798.2955573398
1.11381276151618e-06,76842.4999278203
1.50509749801927e-06,104740.711705176
2.17640450535049e-06,152553.349356352
3.39693669777376e-07,23061.8569500724
1.21909921583238e-06,83550.2667492461
1.45521872742809e-06,102790.11314456
1.62248119191462e-06,113320.15520353
2.45508192418565e-06,172466.174720555
5.15034585129651e-07,37813.4796228795
2.42349435547987e-06,171147.633414788
2.07863528308996e-06,144371.840265483
1.66761244259688e-06,116827.310838731
2.09858361120772e-06,146731.961587423
1.23605321685497e-06,88330.9787297674
4.15192757904374e-07,31056.492132189
1.9972957207961e-06,139272.833134425
1.57401692005687e-06,107443.400153945
1.91812440162833e-06,133343.546426199
1.01399634308547e-06,70893.863624681
2.72059973201951e-06,191078.965464869
1.76210960572673e-06,121883.574541426
2.56207452872622e-07,18514.6958371937
1.34941197211329e-06,95308.0917701579
2.2690681642309e-06,159784.890027177
2.38240368519682e-06,164453.701914419
1.48379115829128e-06,104229.102274737
2.6842427124939e-06,187981.765432784
8.03005311582893e-07,58237.1463515583
1.2317960917148e-06,85793.6722360869
2.69579073170691e-06,188171.158954009
2.68877014941474e-06,188553.511264451
2.05713830647404e-06,144169.013933155
2.57694164136666e-06,181315.286367713
2.66319800868698e-07,16284.733712564
2.59498492862333e-06,182055.667366126
9.6185971965068e-07,66706.901807216
5.34994537284649e-07,36217.0005795814
7.18109509026139e-07,50686.5033206371
1.25390552404166e-06,86443.8934049651
7.53576013813402e-07,51893.0720748061
9.61702758049497e-07,68837.8335853498
4.04935458214926e-07,28543.4222878007
8.88530296676996e-07,60178.1291722523
1.716851443626e-06,120596.685786079
1.32556112427319e-06,91492.8703907035
1.04015628370773e-06,71936.9624915529
2.23935638657134e-06,156568.729849919
2.68052991417995e-06,186499.769029585
2.27036766870719e-06,161119.593845365
9.96002106353037e-07,67648.3491210289
2.23332650351266e-06,158271.990991922
4.55940547422154e-07,33242.6022576028
3.90953964273873e-07,29968.6102948106
1.03688111110848e-06,72535.6073288167
2.42310710713217e-06,173850.001910538
7.39044741726906e-07,50544.6055132334
1.89760226696039e-07,13177.7298117323
3.95128605619065e-07,24934.8962141365
2.57623490558874e-06,180963.650124659
1.90134985424186e-06,133436.663028686
7.5960349010993e-07,52372.519643658
1.66588747598454e-06,117930.060216919
1.58273886727605e-06,109149.391418243
1.96630793532198e-06,139397.307896824
6.99562663264849e-07,46922.7896930314
2.59320896158319e-06,182611.86889098
9.28105686240039e-07,63720.1462587572
2.08239496192871e-06,144726.966345798
4.83739391166447e-08,4477.06150149561
1.11797138968244e-06,77708.2042353456
1.05512945387642e-06,73915.8952726463
1.63045328574904e-06,115596.710460513
2.1820878533159e-07,13844.7538342769
2.37039412117832e-06,166742.559442288
6.53342405302706e-07,44064.6149059582
2.03111344464603e-06,139203.925538342
2.40963636973228e-06,168117.864071422
1.68563086872454e-06,121439.498465448
2.22264962016596e-06,154279.722749242
1.98558093664502e-06,140949.434596495
1.06658939145602e-06,76962.5836013839
2.4265756171007e-06,168942.2685079
8.84104109656584e-07,62706.3671399818
1.71363875325455e-06,122734.66645357
2.23619321742462e-06,155842.669388114
1.13686772943752e-06,78380.4492931376
9.08302822852275e-07,62998.1043311021
1.37803803051847e-06,99092.8284848541
2.45389048304746e-06,172466.810804182
2.78976528943699e-06,193253.27885117
1.63525023857967e-06,112667.42000821
1.98439861597096e-06,142230.058931231
2.70982086671674e-06,186144.913185644
2.95640554238827e-07,22438.5817793553
6.96235733598495e-07,45412.5974154759
2.12670001875475e-06,149694.464111541
2.4712333857369e-06,174048.448098215
2.57108708499173e-06,179481.207077371
1.2453215305648e-06,86229.9839161296
2.680197068756e-07,18686.8141573771
1.31334443189886e-06,90793.6074042573
6.92203770621161e-07,48134.3766367423
8.73589364989873e-07,62122.6039798109
2.31680267051252e-06,160250.80436692
2.26581258077661e-07,15068.4610403686
2.48274365244211e-06,175047.814839482
1.28300725747251e-06,90320.7490134394
1.78819179330179e-06,124743.711606435
2.68956693707037e-07,19580.4069436099
1.01207723507184e-06,72407.4307394935
2.69102757044537e-07,19287.9549389173
2.88463116864333e-06,200390.474813182
2.42178494797875e-06,171541.470290173
1.37889826306938e-06,97141.0906086079
6.70807644971013e-07,44737.9695954824
2.80036531574956e-06,196579.524257423
1.03378978718092e-06,73197.1737902115
4.82953295062124e-07,33238.3589170278
1.68949316536186e-06,116548.05573179
2.83132236103445e-06,198725.088765903
1.14908715009677e-08,1668.37746965953
7.14374529761996e-07,46980.9660110273
2.81534292123122e-06,197291.870358723
5.13257900571486e-07,36605.0812541104
3.3973035491946e-07,24223.7190506991
1.71056164739941e-06,120208.700646276
2.58553146988449e-06,181459.033787939
1.43132945308178e-06,99164.4270961536
2.98369277005357e-06,207739.043179503
2.03751509861398e-06,142815.225146097
2.22224721631343e-07,11997.4514491494
2.97849639504593e-06,208866.19714504
1.22368271034057e-06,86869.7719935982
8.62207601536448e-07,58503.0090436968
1.67363755073366e-06,117582.855325454
9.12922775462593e-07,64061.6140505205
2.59372521360457e-07,17296.6066073766
4.28502923753016e-09,-134.447047600767
1.34875005876079e-06,96690.8517742782
2.51059026667978e-06,175119.744577671
1.71694555689023e-06,120729.357101276
2.99762189683032e-06,206428.501830998
8.605399369416e-07,58403.8990627119
8.41365194280166e-07,55923.3905485469
4.79248380701833e-07,34252.2636810996
4.92190764796006e-07,33648.495886428
8.55559788030143e-07,58361.0271351978
2.37852013582058e-06,167848.637688301
2.71727037190934e-06,188775.34182083
2.92526150912304e-06,203333.700349227
6.96868962289358e-07,48556.8143265229
2.64389263684227e-06,184207.817654216
9.84765267832011e-07,69351.5474162574
3.38521633550653e-07,23100.5471462184
2.6100747765605e-06,182029.713980665
1.90831690393086e-06,134344.96568554
4.94192688243185e-07,35673.7477607731
1.28949377253901e-06,91727.5754729571
8.61773084631203e-07,63034.2441547873
2.21038370613059e-06,155077.024951626
1.3602486918728e-06,96219.7496947054
2.96783983531915e-06,208017.969500468
1.64234946778785e-07,13316.2335213769
1.06504579840874e-06,74742.7590720763
1.44570050132993e-06,98631.8565680432
1.50940066424496e-06,106928.236938624
9.4780746715691e-07,67633.0026457643
2.1877207472927e-06,154056.770576178
2.62424122046692e-06,181272.102492014
2.81615790593359e-06,195815.870905365
2.41528013039858e-06,167637.013871819
2.5517405919198e-06,178646.550107034
1.65163590185999e-06,114888.686267209
2.47766467928044e-06,173003.436697863
9.10511727443857e-07,62239.3673475226
1.19543628632764e-06,82151.4775212659
9.50739041455633e-07,67394.3822582134
1.40216200634378e-06,99364.97006472
8.56738848715909e-07,58081.5235519934
2.88483432676334e-06,202319.553340365
9.38533884017004e-07,63944.3501808096
2.9413361433282e-07,16672.5846029621
1.58045149815124e-06,111213.054225522
1.71297235335529e-07,13429.2535844507
3.31629498925742e-07,24811.0632244781
6.58168167588739e-07,45989.4000504866
1.39305074964643e-06,99710.2681825077
1.29975279692708e-06,89535.551650083
